date,bank,useful_count,rating,review,sentiment
"Nov 28, 2019",HDFC Bank,0,4,I have been holding a savings account with HDFC bank for more than one year. In this account need to maintain a minimum balance of 3K but there is no any hidden charges are applicable. I am using mobile app and net banking both are user friendly. Each and every transaction is safe and secured.,positive
"Nov 28, 2019",SBI,0,4,I am holding salary account with SBI for the past 6 years. There is some hidden charges are applicable and need to maintain a minimum balance of 2K. ATM and branches are near and their services are good.  I get alert messages on time whenever I do a transaction.,positive
"Nov 28, 2019",HDFC Bank,0,5,I have HDFC Bank salary account which I am holding for past 5 years. Mostly I utilize for net banking and  mobile banking service both are very user friendly. It is easy to access for money transfer and utility bill payment. I am comfortable with banking service .Customer service is also good and getting proper response if approach them for any assistance.,positive
"Nov 27, 2019",HDFC Bank,0,5,"I am holding HDFC Bank salary account for past 6 years.  I am using net banking service as well as mobile banking service both are  used for shopping ,recharge and for money transfer. The service is very user friendly .customer care is also good and there was no difficulties faced by using this account.",positive
"Nov 27, 2019",HDFC Bank,0,5,I have a saving account with HDFC bank for past 2.5 years. Net banking is user friendly. I can view all the current offers on my profile. I can say this is the best bank. I am happy with the response from customer support. I am also using the debit card.,positive
"Nov 27, 2019",Axis Bank,0,5,"I am using AXIS bank saving account since 2015. This is a visa debit card. This is a international debit card they given a cash limit of Rs. 40,000 and Rs. 1,00,000 for shopping. If i withdrawn cash from other bank more than  3 transaction charges will come Rs. 20 within axis no charges. Customer service was good.",positive
"Nov 27, 2019",IDBI,2,4.5,I have been holding an account for a saving with IDBI bank since 2012 till now there was no issues. There is no hidden charges in this bank. It is a zero balance account. I am using mobile application  and net banking both are user friendly to access. The rate of interest is very low for the loans and there is no hidden charges.,positive
"Nov 27, 2019",Kotak,0,4,I have Kotak Mahindra Bank  saving account which i am using  for the past 1.5years .I am using mobile banking service which is very user friendly and it is used for credit card bill payment and for recharge .Each and every transaction will be receiving notification through message .,positive
"Nov 27, 2019",HDFC Bank,0,5,"I have an account with an HDFC BANK for the past 1 year. Its very good and user friendly bank. Customer support and responsiveness  is very good. I can withdrawn cash per day Rs. 1,00,000. I am getting quick response. Any financial assistance has been rendered by the bank.",positive
"Nov 26, 2019",SBI,0,4,"If any account to be activated in SBI, they are taking around 4 to 6 years. I have been holding the salary account last 17 years. Its a zero balance maintenance account. Their mobile app and online banking facility is awesome. When i went for the pre- closure of the loan, they have done within 2 minutes.",positive
"Nov 26, 2019",Punjab National Bank,0,4,I am holding a savings account with PUNJAB NATIONAL BANK for more than 8 years. There is no hidden charges in this bank. It is a  minimum balance account to maintain of 1000 rupees. I use to get an alert messages from bank and no ATM charges are available whenever I do transaction.,positive
"Nov 26, 2019",Axis Bank,0,4,There is no mandatory balance to keep in my Axis bank but the interest rate is little bit higher. Its been 3.5 years since i hold a salary account with them. The bank transactions are smooth and they are charging Rs. 6 for every IMPS transaction. I am not tried their online banking. In Mobile app there are many option available. We can opened the fixed deposit from their app itself.,positive
"Nov 26, 2019",Axis Bank,0,4,"In Axis bank, every month they are charging me around Rs. 100 consolidated charges. When i enquired with them, for the withdrawal from the other ATM, they are charging some amount. In a month, 5 times only i can allow to withdraw the money from other bank ATM. I don't have to maintain any annual fee charges.",positive
